Slug,Product Description,Gallery
air-cs,"<h3 dir=""auto"">Overhead mount for the compact AIR-C cabinets</h3><p dir=""auto"">AIR-CS is the MAG Audio ceiling-mount accessory designed for the smaller speakers in the AIR-C installation series - the AIR-C24, AIR-C4 / C4T and AIR-C5 / C5T. It suspends the speaker overhead while leaving the cabinet's full aiming range usable, so coverage can be fine-tuned to the room after install.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Compatible with AIR-C24, AIR-C4, AIR-C4T, AIR-C5 and AIR-C5T (including 70/100 V transformer versions)</p></li><li data-preset-tag=""p""><p>Ceiling mounting with tilt and rotation adjustment</p></li><li data-preset-tag=""p""><p>Factory-engineered hardware sized for the AIR-C cabinet weight</p></li></ul><p dir=""auto"">Part of MAG's affordable, install-friendly AIR-C accessory line for retail, hospitality, cafes, bars and small entertainment venues.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CS-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CS-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CS-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CS-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CS-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CS-wh-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CS-wh-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CS-wh-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CS-wh-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CS-wh-top-1000x1000.jpg"
h-air-12,"<h3 dir=""auto"">Horizontal yoke for AIR-CX12</h3><p dir=""auto"">The H-AIR-12 is MAG Audio's dedicated horizontal bracket for the AIR-CX12 two-way installation loudspeaker. It mounts the 12-inch cabinet on its side - the orientation typically used when the speaker needs to fire down a long, narrow space such as a corridor, balcony front or under-balcony fill.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Purpose-built for the AIR-CX12 and the weather-resistant AIR-CX12-IP</p></li><li data-preset-tag=""p""><p>Horizontal orientation with adjustable tilt for precise aim</p></li><li data-preset-tag=""p""><p>Factory-engineered hardware matched to the AIR-CX12 cabinet weight</p></li></ul><p dir=""auto"">Part of the MAG AIR-C accessory line - an affordable, install-friendly system for clubs, retail, malls, theatre lobbies and similar permanent install venues.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/H-AIR-12-front-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/H-AIR-12-group-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/H-AIR-12-group-front-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/H-AIR-12-group-iso-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/H-AIR-12-group-side-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/H-AIR-12-group-top-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/H-AIR-12-iso-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/H-AIR-12-iso-top-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/H-AIR-12-side-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/H-AIR-12-top-1000x1000.JPG"
v-air-12,"<h3 dir=""auto"">Vertical yoke for AIR-CX12</h3><p dir=""auto"">The V-AIR-12 is MAG Audio's dedicated vertical bracket for the AIR-CX12 two-way installation loudspeaker. It mounts the 12-inch cabinet upright - the standard orientation for main-PA duties in clubs, restaurants and similar fixed venues - and preserves the cabinet's tilt range so coverage can be set after mounting.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Purpose-built for the AIR-CX12 and the weather-resistant AIR-CX12-IP</p></li><li data-preset-tag=""p""><p>Vertical orientation with adjustable tilt for precise aim</p></li><li data-preset-tag=""p""><p>Factory-engineered hardware matched to the AIR-CX12 cabinet weight</p></li></ul><p dir=""auto"">Part of the MAG AIR-C accessory line - an affordable, install-friendly system for permanent indoor and outdoor installations.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/V-AIR-12-front-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/V-AIR-12-group-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/V-AIR-12-group-front-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/V-AIR-12-group-iso-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/V-AIR-12-group-side-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/V-AIR-12-group-top-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/V-AIR-12-iso-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/V-AIR-12-iso-top-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/V-AIR-12-side-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/V-AIR-12-top-1000x1000.JPG"
air-cx-10-ip,"<h3 dir=""auto"">10-inch coaxial install speaker, weatherised</h3><p dir=""auto"">The AIR-CX10 IP is a passive 10-inch coaxial loudspeaker engineered for balanced output, clarity and even coverage in medium installations. Its conical dispersion pattern works equally well in vertical or horizontal orientation, and the IP54 enclosure carries that performance outdoors.</p><ul dir=""auto""><li data-preset-tag=""p""><p>10-inch coaxial driver with 2.5-inch voice coil</p></li><li data-preset-tag=""p""><p>300 W nominal power, 120 dB Max SPL</p></li><li data-preset-tag=""p""><p>90° x 90° conical coverage, vertical or horizontal mount</p></li><li data-preset-tag=""p""><p>4 / 8 / 16 Ohm impedance options for flexible install wiring</p></li><li data-preset-tag=""p""><p>VESA 100 x 100 plus eight M10 fixing points and an M10 safety point</p></li></ul><p dir=""auto"">Compact at 305 x 460 mm and 18.5 kg, the AIR-CX10 IP suits retail, hospitality, clubs, fitness, foyers and outdoor terraces where a small but accurate full-range box has to disappear into the architecture.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-CX-series/AIR-CX-10-main-1000x1000.JPG
air-cx-12-ip,"<h3 dir=""auto"">12-inch coaxial install speaker for outdoor and indoor use</h3><p dir=""auto"">The AIR-CX12 IP is a passive 12-inch coaxial loudspeaker for medium to large installations, with conical 90 x 90 dispersion and a weather-resistant enclosure rated to IP54. Pan-tilt U-brackets and VESA 100 x 100 mounting open up wall, ceiling, vertical and horizontal orientations.</p><ul dir=""auto""><li data-preset-tag=""p""><p>12-inch coaxial driver with 2.5-inch voice coil</p></li><li data-preset-tag=""p""><p>300 W nominal power, 121 dB Max SPL, 97 dB sensitivity</p></li><li data-preset-tag=""p""><p>90° x 90° conical coverage in any orientation</p></li><li data-preset-tag=""p""><p>4 / 8 / 16 Ohm install-friendly impedance options</p></li><li data-preset-tag=""p""><p>Available in black or white finishes</p></li></ul><p dir=""auto"">The AIR-CX12 IP sits between the CX10 and CX15 for projects needing more headroom than a 10-inch can deliver while keeping the same dispersion and install footprint - clubs, restaurants, retail, lobbies and outdoor terraces.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-CX-series/AIR-CX-12-main-1000x1000.JPG
air-cx-15-ip,"<h3 dir=""auto"">15-inch coaxial install speaker, all-weather</h3><p dir=""auto"">The AIR-CX15 IP is the largest member of the AIR-CX coaxial install family, built around a 15-inch coaxial driver in an IP54 cabinet. Its 90 x 90 conical pattern provides smooth coverage from short throws to medium-throw installation environments.</p><ul dir=""auto""><li data-preset-tag=""p""><p>15-inch coaxial driver with 2.5-inch voice coil</p></li><li data-preset-tag=""p""><p>300 W nominal power, 122 dB Max SPL, 98 dB sensitivity</p></li><li data-preset-tag=""p""><p>50 - 18,000 Hz frequency response (-10 dB)</p></li><li data-preset-tag=""p""><p>4 / 8 / 16 Ohm impedance for flexible install wiring</p></li><li data-preset-tag=""p""><p>VESA 100 x 100, 8 x M10 mounts and an M10 safety point</p></li></ul><p dir=""auto"">The CX15 IP is the choice when a single coaxial cabinet has to cover bigger areas with extended low end and full-range tone - large clubs, gyms, sports venues, atriums and outdoor stage-side fills.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-CX-series/AIR-CX-15-main-1000x1000.JPG
focus-5p,"<h3 dir=""auto"">Low-profile passive coaxial stage monitor</h3><p dir=""auto"">The Focus 5P is a discreet, low-profile stage monitor built around a 15-inch coaxial driver. The cabinet is engineered for performers who want clear imaging and accurate reference tone on stage, with a built-in low-distortion crossover network ready to be driven by an external amplifier.</p><ul dir=""auto""><li data-preset-tag=""p""><p>15-inch coaxial driver (3-inch and 2.8-inch voice coils)</p></li><li data-preset-tag=""p""><p>500 W nominal power, 137 dB peak SPL, 98 dB sensitivity</p></li><li data-preset-tag=""p""><p>40° x 80° coverage from a low-profile wedge cabinet</p></li><li data-preset-tag=""p""><p>Built-in low-distortion crossover</p></li><li data-preset-tag=""p""><p>35 mm distance pole adapter for DJ / backline use</p></li></ul><p dir=""auto"">The Focus 5P is aimed at touring artists, DJs and FOH-side fill applications where a passive coaxial wedge is preferred for amp-shared system designs.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0001-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0002-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0003-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0004-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0005-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0006-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0007-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0008-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0010-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0011-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0012-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_Sub-1000x1000.jpg"
nd-10a,"<h3 dir=""auto"">Powered 10-inch full-range from the new ND series</h3><p dir=""auto"">The ND 10A is the powered version of MAG Audio's compact 10-inch ND loudspeaker. A low-distortion 10-inch neodymium woofer pairs with a 1.5-inch neodymium HF driver, run by an onboard Class-D amplifier with a phase-linear FIR DSP, in a 22 kg cabinet ready for portable and install use.</p><ul dir=""auto""><li data-preset-tag=""p""><p>10-inch neodymium woofer (3-inch VC) + 1.5-inch neodymium HF (2.8-inch VC)</p></li><li data-preset-tag=""p""><p>900 + 500 W bi-amped Class-D with fan cooling</p></li><li data-preset-tag=""p""><p>DSP with phase-linear FIR filtering</p></li><li data-preset-tag=""p""><p>134 dB Max SPL; 80° x 70° coverage</p></li><li data-preset-tag=""p""><p>XLR input, XLR output, Powercon mains; 10 x M10 plus pole socket</p></li></ul><p dir=""auto"">The ND 10A is a flexible compact box for portable PA, fills, conferences and small installs where a powered, DSP-equipped point source is preferred over a passive plus separate amp rack.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/ND-series/ND-10A-back-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/ND-series/ND-10A-front-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/ND-series/ND-10A-iso-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/ND-series/ND-10A-main-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/ND-series/ND-10A-side-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/ND-series/ND-10A-top-1000x1000.JPG"
nd-12a,"<h3 dir=""auto"">Powered 12-inch full-range from the new ND series</h3><p dir=""auto"">The ND 12A is a versatile, compact powered 12-inch full-range loudspeaker. A low-distortion 12-inch neodymium woofer is matched with a 1.5-inch neodymium HF driver and driven by an onboard 900 + 500 W bi-amp Class-D module with DSP and phase-linear FIR filtering.</p><ul dir=""auto""><li data-preset-tag=""p""><p>12-inch neodymium woofer (3-inch VC) + 1.5-inch neodymium HF (2.8-inch VC)</p></li><li data-preset-tag=""p""><p>900 + 500 W bi-amp Class-D amplifier with DSP</p></li><li data-preset-tag=""p""><p>135 dB Max SPL; 80° x 70° coverage</p></li><li data-preset-tag=""p""><p>50 - 19,000 Hz frequency response (-10 dB)</p></li><li data-preset-tag=""p""><p>M10 mounting points and a 35 mm pole socket</p></li></ul><p dir=""auto"">At 25 kg in a 379 x 655 x 367 mm cabinet, the ND 12A is the workhorse powered point source for portable PA, fills, conferences, live music and mid-sized installs.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/ND-series/ND-12A-back-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/ND-series/ND-12A-front-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/ND-series/ND-12A-iso-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/ND-series/ND-12A-main-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/ND-series/ND-12A-side-1000x1000.JPG,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/ND-series/ND-12A-top-1000x1000.JPG"
war-6,"<h3 dir=""auto"">Suspended 6U amp rack for the WASP line array</h3><p dir=""auto"">The WAR-6 is MAG Audio's 6U suspension amplifier rack purpose-built for the WASP line array system. It packages amplification and processing in a touring-grade enclosure that can fly with the line array, ride in a truck or sit in a fixed install.</p><ul dir=""auto""><li data-preset-tag=""p""><p>6U rack space, designed around MAG-spec components</p></li><li data-preset-tag=""p""><p>Suspension-rated for flying with WASP line arrays</p></li><li data-preset-tag=""p""><p>Heavy-duty enclosure for touring use</p></li><li data-preset-tag=""p""><p>Compatible with storage and transport accessories</p></li><li data-preset-tag=""p""><p>Indoor or outdoor deployment</p></li></ul><p dir=""auto"">The WAR-6 keeps the WASP system's amplifier electronics close to the array, simplifying cable runs and gain staging on tour and at festivals.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/WAR/WAR-6-1x8-ceiling-group-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/WAR/WAR-6-1x8-group-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/WAR/WAR-6-1x8-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/WAR/WAR-6-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/WAR/WAR-6-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/WAR/WAR-6-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/WAR/WAR-6-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/WAR/WAR-6-open-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/WAR/WAR-6-open-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/WAR/WAR-6-open-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/WAR/WAR-6-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/WAR/WAR-6-top-1000x1000.jpg"
